HComment,HCommenter,HContribute,HDate,HThanks,HTime,HTravelType,HTravelerRating,h_Hotel_name,h_reviewer_address,h_reviewer_id,h_title_comment,h_url
"Chúng tôi đã được chào đón với một đĩa trái cây ngon và nước trái cây, mà là rất tốt đẹp vào một ngày mùa hè nóng như vậy. Trong khi các phòng đều đơn giản, chúng chỉ là những gì chúng tôi cần. Chúng tôi đã có một vấn đề với phòng của chúng tôi vào giữa đêm và các nhân viên đã nhanh chóng để có được chúng tôi một căn phòng mới và chúng tôi đã được giảm giá tại kiểm tra cho sự bất tiện (mặc dù chúng tôi nhấn mạnh rằng không cần thiết). Chuyến tàu của chúng tôi rời Huế vào buổi tối, và chủ nhà cho phép chúng tôi tắm sau khi trả phòng, đó là AMAZING sau một ngày nóng và mồ hôi tham quan các địa điểm. Ngoài ra, bữa ăn sáng đã được hoàn hảo và cửa hàng cà phê cửa hàng tiếp theo là tuyệt vời!",Lauren S,13,Tháng 7 năm 2018,9,thg 8 2018,Đã du lịch theo đôi,5,Khách sạn Canary Boutique,N/A,https://www.tripadvisor.com.vn/Profile/laurensP3959KH,Phòng nhân viên,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d5923111-Reviews-or10-Canary_Boutique_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Đã có một đêm tuyệt vời với cả gia đình trong khách sạn.
Mọi thứ đều sạch và đẹp.
Cá nhân là siêu hữu ích. Tôi cần in một thứ gì đó cho trường đại học và họ đã giúp tôi in ở khách sạn Canary khác.

Họ cũng có một dịch vụ giặt ủi rất rẻ nhưng tốt.
Việc giặt là được thực hiện trong một ngày.

Tôi thực sự có thể giới thiệu khách sạn.
Cảm ơn cho kỳ nghỉ tốt đẹp.",300apfel,1,Tháng 7 năm 2018,N/A,thg 7 2018,Đã du lịch với gia đình,5,Khách sạn Canary Boutique,"Düsseldorf, Đức",https://www.tripadvisor.com.vn/Profile/300apfel,Đã có một đêm tuyệt vời trong một khách sạn sạch sẽ và xinh đẹp - cá nhân là siêu hữu ích,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d5923111-Reviews-or10-Canary_Boutique_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Các phòng đều đẹp và sạch sẽ và nhân viên thực sự thân thiện và hữu ích.
Họ cũng cho phép bạn thuê xe máy khoảng 5 đô la một ngày.
Nếu may mắn của bạn, bạn thậm chí sẽ có được một phòng trên tầng 5 trong đó có một cái nhìn tuyệt vời trên thành phố và sông.
 
Ngoài ra giá thực sự tốt và nó đã bao gồm bữa ăn sáng.",Superlukispuki U,1,Tháng 7 năm 2018,1,thg 7 2018,Đã du lịch với bạn bè,5,Khách sạn Canary Boutique,N/A,https://www.tripadvisor.com.vn/Profile/superlukispukiu,Khách sạn thực sự tốt,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d5923111-Reviews-or10-Canary_Boutique_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Các nhân viên đã vô cùng thân thiện và có sức chứa. Các phòng đều rất sạch sẽ và cung cấp một bầu không khí tuyệt vời để khám phá Huế. Hãy để chúng tôi chơi PS 4 trong phòng chờ và chào đón chúng tôi với bữa sáng tuyệt vời!
Chúng tôi chắc chắn rằng sẽ trở lại khi chúng tôi đang ở Huế.",Chu C,1,Tháng 7 năm 2018,N/A,thg 6 2018,N/A,5,Khách sạn Canary Boutique,N/A,https://www.tripadvisor.com.vn/Profile/ChuC262,Tuyệt vời và siêu khách sạn,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d5923111-Reviews-or10-Canary_Boutique_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Tôi ở lại đây khoảng 14 ngày ở tầng trên cùng và thật tuyệt vời. Công cụ thân thiện, một người quản lý đáng yêu, một căn phòng nhỏ nhưng sạch sẽ và đẹp mắt với một ban công tuyệt đẹp.
Một vài nhược điểm:
Sẽ còn lớn hơn nếu có một chiếc ghế trên ban công. Cửa tiếp theo chỉ mở một quán cà phê, vì vậy nếu bạn là một người ngủ nhạy cảm thì hãy chuẩn bị sẵn nút tai. Đặc biệt vào buổi sáng nó có thể ồn ào.
Ăn sáng là đơn giản nhưng tốt đẹp. Hãy thử, súp mì Huế, thực sự ngon.",Amabiel,13,Tháng 5 năm 2018,3,thg 5 2018,Đã du lịch một mình,4,Khách sạn Canary Boutique,N/A,https://www.tripadvisor.com.vn/Profile/Amabiel,Khách sạn tuyệt vời với những thứ tuyệt vời nhất từ trước tới nay,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d5923111-Reviews-or15-Canary_Boutique_Hotel-Hue_Thua_Thien_Hue_Province.html#REVIEWS
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-Hue_Charming-Hue_Thua_Thien_Hue_Province.html
"khách sạn nằm ở trung tâm phố Huế, rất thuận tiện để di chuyển. Khách sạn sạch sẽ, nhân viên thân thiện. Phòng của tôi ở tầng 1, hơi nhỏ, không có cửa sổ. Trang thiết bị trong phòng khá cũ, đặc biệt là nhà vệ sinh",Huỳnh T,3,Tháng 6 năm 2016,3,thg 11 2016,N/A,4,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/758hu_nht,VỊ TRÍ THUẬN LỢI,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-Hue_Charming-Hue_Thua_Thien_Hue_Province.html
"Mọi thứ đều hoàn hảo, rất thoải mái, những người làm việc ở đây đều tốt bụng và tốt bụng. Tôi sẽ trở lại! Các phòng hoàn toàn sạch sẽ và lớn. Nơi này rất gần trung tâm Huế và họ thuê xe máy, rất hữu ích và rất vui khi tham gia giao thông dễ dàng với những người lái xe Việt Nam phối hợp rất nghiêm túc (nghiêm túc 100%, có vẻ khó khăn khi bắt đầu nhưng nó thực sự rất thú vị).",Yari S,1,Tháng 7 năm 2019,N/A,thg 7 2019,N/A,5,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/303yaris,Khuyến nghị!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-Hue_Charming-Hue_Thua_Thien_Hue_Province.html
"Khách sạn lớn và giá trị tuyệt vời cho Tiền, nhân viên rất tuyệt! ! Bạn chỉ mất 10 phút đi bộ từ khu vực nhà đóng gói chính. Khách sạn sắp xếp một chiếc xe riêng để thu thập chúng tôi từ Hội An và là một mức giá tốt! Rất nhiều quán bar và nhà hàng đáng giá tiền gần khách sạn!",Resort786987,1,Tháng 7 năm 2018,N/A,thg 7 2018,N/A,5,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/Resort786987,Great valur,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-Hue_Charming-Hue_Thua_Thien_Hue_Province.html
"Khách sạn này thật tuyệt vời. Các nhân viên là người thân thiện nhất mà tôi từng trải nghiệm ở Việt Nam và họ thực sự cố gắng trò chuyện với bạn và nhớ tên bạn! Địa điểm này là hoàn hảo - 5 phút đi bộ qua sông đến trung tâm của thị trấn với vô số quán bar và nhà hàng trang trí công phu. Các phòng đều đáng yêu và ở khắp mọi nơi là siêu sạch. Họ cũng nâng cấp phòng của chúng tôi để một cái đẹp hơn cho cùng một mức giá đó là rực rỡ! Không thể giới thiệu khách sạn này đủ, bạn phải ở lại đây tại Huế!",annadepascalis,1,Tháng 7 năm 2018,N/A,thg 7 2018,N/A,5,Hue Charming,"London, Vương quốc Anh",https://www.tripadvisor.com.vn/Profile/annadepascalis,Nơi tốt nhất để ở lại Huế !!!!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-Hue_Charming-Hue_Thua_Thien_Hue_Province.html
"Nhân viên tuyệt vời, giá trị cực kỳ thoải mái và tuyệt vời. Thành thật mà nói, nơi tốt nhất chúng tôi đã ở lại đến nay và nhân viên không thể làm đủ cho chúng tôi! Các bữa ăn sáng miễn phí là rất tốt đẹp và quan điểm của thành phố từ nhà hàng là ngoạn mục. Rất muốn giới thiệu cho một kỳ nghỉ yên tĩnh và thoải mái ở Huế.",Aidan D,1,Tháng 7 năm 2018,N/A,thg 7 2018,N/A,5,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/875aidand,Chỗ ở tốt nhất cho đến nay sau hai tháng ở Đông Nam Á,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-Hue_Charming-Hue_Thua_Thien_Hue_Province.html
"Tôi để lại một đánh giá trung lập bởi vì chúng tôi đặt hai đêm ở đây, nhưng khi chúng tôi đến địa chỉ được liệt kê trên Agoda, TripAdvisor và Google Maps, khách sạn đang trong quá trình phá hủy. Tôi đã ở đó trước đó và địa chỉ ở trong tòa nhà nên tôi biết mình đã đúng nơi. Họ đã không đặt một dấu hiệu cho thấy vị trí mới. Chúng tôi hỏi các doanh nghiệp láng giềng của họ và không ai biết nơi khách sạn di chuyển hoặc di chuyển. Theo đó chúng tôi đặt ở nơi khác chỉ để khám phá sau đó khách sạn di chuyển (không có ý tưởng ở đâu).

Họ đã hứa sẽ hoàn lại tiền của tôi, điều đó tốt và tôi đã có một kỳ nghỉ tuyệt vời với họ lần trước vì vậy tôi mong rằng họ sẽ sớm cập nhật vị trí của họ trên các trang web khác nhau.",TorontoJose,338,Tháng 4 năm 2018,130,thg 4 2018,Đã du lịch với bạn bè,3,Hue Charming,"Toronto, Canada",https://www.tripadvisor.com.vn/Profile/TorontoJose,"Cẩn thận, vị trí đã thay đổi!",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or5-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Ở lại 1 đêm với chị và bằng sáng chế. Giường thoải mái, dịch vụ tuyệt vời. Họ đi thêm dặm. Tôi yêu cầu thêm một cái vỏ, khi tôi trở lại phòng tôi ở đó. Vòi sen ấm áp, bữa sáng miễn phí tuyệt vời và nhân viên nói tiếng Anh thân thiện",Bas D,6,Tháng 12 năm 2017,N/A,thg 12 2017,Đã du lịch với gia đình,5,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/672basd,Dịch vụ tốt nhất!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or5-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Rất tốt nơi, không đắt tiền, giường là rất tốt, ăn sáng rất tốt đẹp

Chủ nhà rất tốt, cho bạn một số lời khuyên tốt!

Tốt để tìm một số nơi không quá đắt với tất cả các dịch vụ tại Việt Nam!

Tôi đề nghị ! ! !",Francois L,4,Tháng 12 năm 2017,4,thg 12 2017,Đã du lịch theo đôi,5,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/francoisl188,Nơi hoàn hảo,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or5-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Chúng tôi đã kết thúc ở đây một cách tình cờ, vì đó là vị trí của một khách sạn Lonely Planet di chuyển. Tuy nhiên, chúng tôi rất vui. Oanh là nhân viên tiếp tân của chúng tôi trong hầu hết thời gian lưu trú, và cô ấy thật tuyệt vời! Vì vậy, là các nhân viên khác. Họ rất tử tế và có sức chứa, sắp xếp các tour du lịch và đi sớm. Ngay sau khi nhận phòng, Oanh mang đến cho chúng tôi một số sinh tố trái cây và trái cây tươi, đó là một sự ngạc nhiên tuyệt vời. Chiếc giường mềm nhất ở Việt Nam, và bữa sáng rất dồi dào khiến chúng tôi khó có thể quyết định ăn gì. Ngoài ra, ban công đến phòng của chúng tôi là vô cùng rộng rãi, chạy toàn bộ chiều dài của căn phòng. Khách sạn cũng đang đi bộ đến tất cả mọi thứ. Điều này chắc chắn là một trong những phần tốt nhất của thời gian của chúng tôi và nên là khách sạn Lonely Planet tiếp theo.",mgalaxygirl,4,Tháng 11 năm 2017,1,thg 12 2017,Đã du lịch theo đôi,5,Hue Charming,"Bellingham, Washington",https://www.tripadvisor.com.vn/Profile/mgalaxygirl,Khách sạn tốt nhất,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or5-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Đây là thời gian tốt nhất tôi có ở Huế. Tất cả các nhân viên đã thực sự thân thiện, rất đặc biệt tiếp tân oanh. Cô ấy thực sự tốt và hữu ích với các tour du lịch đặt chỗ.

Tôi muốn giới thiệu khách sạn này cho bất cứ ai muốn ở lại Huế.",Gabriel L,3,Tháng 12 năm 2017,N/A,thg 12 2017,Đã du lịch một mình,5,Hue Charming,N/A,https://www.tripadvisor.com.vn/Profile/gab3th3m0nkey,Khách sạn tốt nhất Huế,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or5-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
chúng tôi đã dành 1 đêm ở khách sạn quyến rũ này. các nhân viên đã rất tốt đẹp và hữu ích (đồ uống giải khát và trái cây chào đón). beakfast là thẻ ala và rất ngon. căn phòng khá lớn và sạch sẽ.,Blubb_travel,5,Tháng 10 năm 2017,N/A,thg 10 2017,Đã du lịch theo đôi,4,Hue Charming,"Vienna, Áo",https://www.tripadvisor.com.vn/Profile/Blubb_travel,"Rất tốt đẹp nhân viên, ăn sáng tốt",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or10-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Ở lại tại Charming Hostel trong ba đêm và tôi thực sự rất thích nó! Nhà trọ nằm rất trung tâm, gần với hầu hết mọi thứ như nhà hàng và một vài điểm tham quan. Các phòng ngủ đã thực sự tốt đẹp! Tôi ở trong phòng ngủ tập thể 6 giường và giường rất thoải mái. Các bữa ăn sáng tại ký túc xá là một tiền thưởng và sau đó không phải đề cập đến các nhân viên tuyệt vời đã làm cho tôi ở tại nhà trọ đó tốt hơn một chút! Các nhân viên luôn sẵn sàng cho một cuộc trò chuyện và sẵn sàng giúp đỡ bạn với bất cứ điều gì bạn cần trợ giúp. Họ đều rất thân thiện và chu đáo, điều này tạo ra một sự khác biệt rất lớn. Nếu tôi đã bao giờ trở lại Huế một lần nữa tôi chắc chắn sẽ ở lại một lần nữa cho chắc chắn!",NessaLHH,113,Tháng 5 năm 2017,52,thg 10 2017,Đã du lịch một mình,5,Hue Charming,"Kuala Lumpur, Malaysia",https://www.tripadvisor.com.vn/Profile/NessaLHH,Charming hostel - nhân viên tuyệt vời!,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d7590937-Reviews-or10-Hue_Charming-Hue_Thua_Thien_Hue_Province.html#REVIEWS
"Mình ở khách sạn Sunny B - 4/34 Nguyễn Tri Phương. Trong ngõ đó có khách sạn Sunny A cũng là cùng hệ thống nhé.

320k/phòng/đêm booking trên agoda hoặc booking.com, siêu rẻ mà đẹp, thoáng mát, sạch sẽ, có ban công, bồn tắm. Nhân viên siêu tốt và thân thiện. Phòng mình hỏng bình nóng lạnh kêu ca phát sửa luôn, mà mình cũng chưa đòi hỏi j nhân viên đã bảo yên tâm ko sửa đc chỉ đổi phòng cho em luôn .

Vị trí trung tâm gần cầu Trường Tiền, phố đi bộ, chợ đêm, Đại Nội, vv

Điển hình, mình thực sự rất cảm kích các anh chị nhân viên ở khách sạn Sunny B nơi mình ở. Bọn mình thuê xe ở đây phi lên Đan Viện Thiên An cách thành phố 7km, ở đây 7km là như về quê luôn rồi đó, tít ở trên đồi luôn. Bọn mình cẩn thận khoá từ xe, xong lúc ra về không mở được vì ổ từ ở chìa bị trờn, khổ sở hết sức luôn. Gọi về khách sạn cầu cứu phát, anh nhân viên phi từ khách sạn lên tận chỗ bọn mình với tốc độ ánh sáng, giữa trời nắng chang chang và mang đủ đồ đạc để cứu nạn luôn. Kết quả, anh ý phải khoá luôn ổ từ ở cái xe, sau đó phi về mà không cần 1 sự đền đáp j hết. THỰC SỰ MÌNH QUÁ CẢM KÍCH VỀ SỰ NHIỆT TÌNH CỦA CÁC ANH CHỊ Ý LUÔN.

Nếu ở Hà Nội, mình không nghĩ sẽ có người giúp đỡ mình như vậy đâu.

Khi đi du lịch, đi ăn đi chơi, nếu thuận lợi thì luôn là điều tuyệt vời. Nhưng khi gặp nạn hay khó khăn, được sự giúp đỡ từ những con người ntn mới là điều đáng quý.",Linh L,6,Tháng 4 năm 2017,12,thg 4 2017,Đã du lịch theo đôi,5,Sunny B Hotel,N/A,https://www.tripadvisor.com.vn/Profile/936linhl,"Phòng đẹp, vị trí tốt, nhân viên vô cùng thân thiện và tốt bụng",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d1230773-Reviews-Sunny_B_Hotel-Hue_Thua_Thien_Hue_Province.html
"Hotel tại trung tâm, gần các nhà hàng lớn và 15 phút đi bộ đến Cố đô Huế. Khách sạn cung cấp cho thuê xe đạp và tour du lịch quanh khu vực. Các phòng ấm cúng, đủ lớn ban công nhìn ra ngoài về đêm rất đẹp. nhân viên khách sạn là tuyệt vờ",LUNDDRIVE,1,Tháng 11 năm 2016,N/A,thg 11 2016,Đã du lịch một mình,5,Sunny B Hotel,"Tỉnh Thừa Thiên - Huế, Việt Nam",https://www.tripadvisor.com.vn/Profile/LUNDDRIVE,chuyến đi rất thú vị,https://www.tripadvisor.com.vn/Hotel_Review-g293926-d1230773-Reviews-Sunny_B_Hotel-Hue_Thua_Thien_Hue_Province.html
"Khách sạn nhỏ, nằm ngay trung tâm thành phố, gần cầu Tràng Tiền, gần phố đi bộ.
Phòng sạch sẽ và gọn gàng.
Giá phòng quá tốt để lưu lại vài ngày khám phá Tp Huế.
Gần KS có rất nhiều quán hay gánh hàng ẩm thực địa phương rất ngon: Bún bò, chè hẻm, cafe cóc, bánh các loại.",Hoai Phong,206,Tháng 8 năm 2016,36,thg 8 2016,Đã du lịch một mình,5,Sunny B Hotel,N/A,https://www.tripadvisor.com.vn/Profile/ho_iphongh,"Khách sạn nhỏ, sạch sẽ, giá quá tốt.",https://www.tripadvisor.com.vn/Hotel_Review-g293926-d1230773-Reviews-Sunny_B_Hotel-Hue_Thua_Thien_Hue_Province.html
